i,TIME,SLT-RG(M),AZIMUTH,ELEVATION,HOR-RG(M),NORTH-SOUTH,EAST-WEST,V.-AZ,ALT.(M),LATITUDE,LONGITUDE,TVEL(M).,E/W-VEL.,N/S-VEL.,ALT-VEL(M),FLT-EL,FLT-AZ,LK-RG(M),LOOK-AZ,LOOK-EL
1.43452E+11,179.3,276500,-151.732,81.8442,22966,0,0,0,275044,32.61343,-106.360809,1078.3,-36.4,143.8,1067.5,82.0923,345.7924,274756,-8.0102,85.2051
1.43452E+11,179.35,276552,-151.7244,81.8468,22974,0,0,0,275097.4,32.613491,-106.36084,1078,-36.5,143.7,1067.2,82.0942,345.7554,274810,-8.0122,85.2045
1.43452E+11,179.4,276605,-151.7169,81.8494,22982,0,0,0,275150.8,32.613556,-106.360886,1077.7,-36.6,143.6,1066.9,82.0962,345.7157,274863,-8.0142,85.2039
1.43452E+11,179.45,276657,-151.7092,81.852,22989,0,0,0,275204.2,32.613609,-106.360886,1077.4,-36.6,143.5,1066.7,82.0986,345.6741,274917,-8.0162,85.2032
1.43452E+11,179.5,276709,-151.7016,81.8546,22997,0,0,0,275257.5,32.613674,-106.360893,1077.1,-36.7,143.4,1066.4,82.1008,345.6317,274971,-8.0183,85.2026
1.43452E+11,179.55,276761,-151.694,81.8572,23004,0,0,0,275310.8,32.613735,-106.360931,1076.8,-36.8,143.3,1066.1,82.1031,345.5903,275025,-8.0204,85.202
1.43452E+11,179.6,276813,-151.6864,81.8597,23012,0,0,0,275364.2,32.613789,-106.360954,1076.5,-36.9,143.2,1065.8,82.1053,345.5477,275078,-8.0224,85.2013
1.43452E+11,179.65,276865,-151.6788,81.8623,23019,0,0,0,275417.5,32.613861,-106.360977,1076.2,-37,143.1,1065.5,82.1075,345.5052,275132,-8.0245,85.2007
1.43452E+11,179.7,276917,-151.6712,81.8649,23027,0,0,0,275470.8,32.613922,-106.360992,1075.9,-37.1,143,1065.2,82.1095,345.463,275186,-8.0266,85.2001
1.43452E+11,179.75,276970,-151.6636,81.8674,23034,0,0,0,275524.1,32.613983,-106.361023,1075.6,-37.2,142.9,1064.9,82.1114,345.4221,275240,-8.0287,85.1994
1.43452E+11,179.8,277022,-151.656,81.87,23042,0,0,0,275577.4,32.61404,-106.361031,1075.2,-37.2,142.8,1064.5,82.1126,345.3827,275293,-8.0308,85.1988
1.43452E+11,179.85,277074,-151.6484,81.8726,23049,0,0,0,275630.6,32.614105,-106.361069,1074.8,-37.3,142.7,1064.1,82.1139,345.3449,275347,-8.0329,85.1982
1.43452E+11,179.9,277126,-151.6408,81.8751,23057,0,0,0,275683.8,32.614166,-106.361092,1074.4,-37.4,142.6,1063.7,82.1153,345.3103,275401,-8.035,85.1975
1.43452E+11,179.95,277178,-151.6331,81.8777,23064,0,0,0,275737,32.614231,-106.361099,1074,-37.4,142.5,1063.3,82.1167,345.2777,275454,-8.0372,85.1969
1.43452E+11,180,277230,-151.6255,81.8802,23072,0,0,0,275790.2,32.614285,-106.361115,1073.6,-37.5,142.4,1062.9,82.1182,345.249,275508,-8.0393,85.1963
1.43452E+11,180.05,277282,-151.6179,81.8828,23079,0,0,0,275843.4,32.614342,-106.36116,1073.1,-37.5,142.3,1062.5,82.1197,345.2245,275561,-8.0415,85.1956
1.43452E+11,180.1,277334,-151.6103,81.8853,23087,0,0,0,275896.5,32.614403,-106.36116,1072.7,-37.6,142.2,1062,82.1212,345.2023,275615,-8.0436,85.195
1.43452E+11,180.15,277386,-151.6026,81.8879,23094,0,0,0,275949.6,32.614471,-106.361198,1072.2,-37.6,142.1,1061.6,82.1224,345.1835,275668,-8.0458,85.1944
1.43452E+11,180.2,277437,-151.595,81.8904,23102,0,0,0,276002.6,32.614529,-106.361229,1071.7,-37.6,142,1061.1,82.1238,345.165,275722,-8.0479,85.1938
1.43452E+11,180.25,277489,-151.5874,81.893,23109,0,0,0,276055.7,32.61459,-106.361244,1071.2,-37.6,141.9,1060.6,82.125,345.1467,275775,-8.0501,85.1932
1.43452E+11,180.3,277541,-151.5797,81.8955,23117,0,0,0,276108.8,32.614647,-106.361244,1070.7,-37.6,141.8,1060,82.1263,345.1289,275829,-8.0523,85.1925
1.43452E+11,180.35,277593,-151.5721,81.898,23124,0,0,0,276161.8,32.614708,-106.361275,1070.1,-37.7,141.6,1059.5,82.128,345.1105,275882,-8.0544,85.1919
1.43452E+11,180.4,277645,-151.5645,81.9006,23132,0,0,0,276214.8,32.614769,-106.361313,1069.6,-37.7,141.5,1059,82.1297,345.0919,275936,-8.0566,85.1913
1.43452E+11,180.45,277696,-151.5569,81.9031,23139,0,0,0,276267.8,32.614834,-106.36132,1069,-37.7,141.4,1058.4,82.1319,345.0731,275989,-8.0588,85.1907
1.43452E+11,180.5,277748,-151.5492,81.9056,23146,0,0,0,276320.7,32.614895,-106.361343,1068.5,-37.7,141.3,1057.9,82.1342,345.053,276042,-8.061,85.19
1.43452E+11,180.55,277800,-151.5416,81.9081,23154,0,0,0,276373.6,32.614944,-106.361382,1068,-37.7,141.1,1057.4,82.1371,345.0335,276096,-8.0632,85.1894
1.43452E+11,180.6,277852,-151.534,81.9107,23161,0,0,0,276426.5,32.615013,-106.361382,1067.4,-37.7,141,1056.9,82.1402,345.014,276149,-8.0653,85.1888
1.43452E+11,180.65,277903,-151.5264,81.9132,23169,0,0,0,276479.3,32.615078,-106.361412,1066.9,-37.8,140.9,1056.4,82.1434,344.9938,276202,-8.0675,85.1882
1.43452E+11,180.7,277955,-151.5188,81.9157,23176,0,0,0,276532.2,32.615131,-106.361435,1066.4,-37.8,140.7,1055.9,82.1467,344.9747,276256,-8.0697,85.1876
1.43452E+11,180.75,278007,-151.5112,81.9182,23184,0,0,0,276585,32.615192,-106.361458,1065.9,-37.8,140.6,1055.4,82.1501,344.9555,276309,-8.0719,85.187
1.43452E+11,180.8,278058,-151.5036,81.9207,23191,0,0,0,276637.8,32.61525,-106.361481,1065.5,-37.8,140.5,1055,82.1539,344.9369,276362,-8.0741,85.1863
1.43452E+11,180.85,278110,-151.496,81.9232,23198,0,0,0,276690.5,32.615314,-106.361504,1065,-37.8,140.3,1054.5,82.1576,344.919,276415,-8.0763,85.1857
1.43452E+11,180.9,278161,-151.4883,81.9257,23206,0,0,0,276743.2,32.615376,-106.361519,1064.6,-37.8,140.2,1054.1,82.1616,344.9034,276468,-8.0785,85.1851
1.43452E+11,180.95,278213,-151.4808,81.9282,23213,0,0,0,276796,32.61544,-106.361549,1064.1,-37.8,140,1053.7,82.1658,344.8899,276521,-8.0807,85.1845
1.43452E+11,181,278265,-151.4732,81.9307,23221,0,0,0,276848.7,32.615494,-106.361549,1063.7,-37.8,139.9,1053.2,82.17,344.8789,276574,-8.0829,85.1839
1.43452E+11,181.05,278316,-151.4656,81.9332,23228,0,0,0,276901.3,32.615555,-106.361588,1063.2,-37.8,139.7,1052.8,82.1744,344.8709,276628,-8.0851,85.1833
1.43452E+11,181.1,278368,-151.458,81.9357,23235,0,0,0,276954,32.61562,-106.361603,1062.8,-37.8,139.6,1052.4,82.1787,344.864,276681,-8.0873,85.1827
1.43452E+11,181.15,278419,-151.4504,81.9382,23243,0,0,0,277006.6,32.615673,-106.361633,1062.3,-37.7,139.5,1052,82.183,344.8572,276734,-8.0895,85.1821
1.43452E+11,181.2,278470,-151.4428,81.9407,23250,0,0,0,277059.2,32.61573,-106.361664,1061.9,-37.7,139.3,1051.5,82.1871,344.851,276787,-8.0917,85.1815
1.43452E+11,181.25,278522,-151.4353,81.9431,23257,0,0,0,277111.8,32.615795,-106.361664,1061.5,-37.7,139.2,1051.1,82.1908,344.8466,276840,-8.0939,85.1809
1.43452E+11,181.3,278573,-151.4277,81.9456,23265,0,0,0,277164.4,32.615849,-106.361687,1061,-37.7,139.1,1050.7,82.1938,344.8446,276893,-8.0961,85.1803
1.43452E+11,181.35,278625,-151.4201,81.9481,23272,0,0,0,277217,32.61591,-106.361717,1060.6,-37.6,139,1050.2,82.1955,344.8474,276946,-8.0983,85.1797
1.43452E+11,181.4,278676,-151.4126,81.9506,23279,0,0,0,277269.5,32.615967,-106.361732,1060.1,-37.6,138.9,1049.8,82.196,344.8548,276999,-8.1005,85.1791
1.43452E+11,181.45,278728,-151.405,81.953,23287,0,0,0,277322,32.616028,-106.361755,1059.7,-37.6,138.9,1049.3,82.1948,344.8678,277052,-8.1026,85.1785
1.43452E+11,181.5,278779,-151.3974,81.9555,23294,0,0,0,277374.5,32.616093,-106.361778,1059.2,-37.5,138.9,1048.8,82.192,344.8852,277104,-8.1048,85.1779
1.43452E+11,181.55,278830,-151.3899,81.958,23301,0,0,0,277426.9,32.61615,-106.361809,1058.7,-37.5,138.9,1048.3,82.1874,344.9073,277157,-8.107,85.1773
1.43452E+11,181.6,278881,-151.3823,81.9604,23309,0,0,0,277479.4,32.616207,-106.361824,1058.1,-37.4,139,1047.8,82.1818,344.9317,277210,-8.1091,85.1767
1.43452E+11,181.65,278933,-151.3748,81.9629,23316,0,0,0,277531.8,32.616264,-106.361839,1057.6,-37.4,139.1,1047.3,82.1752,344.9582,277263,-8.1113,85.1761
1.43452E+11,181.7,278984,-151.3672,81.9654,23323,0,0,0,277584.2,32.616329,-106.36187,1057.1,-37.3,139.1,1046.7,82.1681,344.9866,277316,-8.1134,85.1755
1.43452E+11,181.75,279035,-151.3596,81.9678,23331,0,0,0,277636.5,32.61639,-106.361877,1056.6,-37.3,139.2,1046.2,82.1606,345.0148,277368,-8.1155,85.1749
1.43452E+11,181.8,279086,-151.3521,81.9703,23338,0,0,0,277688.9,32.616447,-106.361916,1056,-37.2,139.3,1045.7,82.153,345.0438,277421,-8.1177,85.1743
1.43452E+11,181.85,279137,-151.3445,81.9728,23345,0,0,0,277741.1,32.616505,-106.361938,1055.5,-37.2,139.4,1045.1,82.1449,345.074,277474,-8.1198,85.1737
1.43452E+11,181.9,279189,-151.3369,81.9752,23353,0,0,0,277793.4,32.616562,-106.361938,1055,-37.1,139.5,1044.6,82.1366,345.1041,277527,-8.1219,85.1731
1.43452E+11,181.95,279240,-151.3294,81.9777,23360,0,0,0,277845.6,32.616627,-106.361961,1054.5,-37,139.6,1044,82.1283,345.1355,277579,-8.124,85.1725
1.43452E+11,182,279291,-151.3218,81.9802,23367,0,0,0,277897.9,32.616684,-106.361992,1054,-37,139.7,1043.5,82.12,345.1668,277632,-8.1261,85.1719
1.43452E+11,182.05,279342,-151.3142,81.9826,23375,0,0,0,277950,32.616737,-106.362022,1053.5,-36.9,139.8,1043,82.1115,345.1975,277684,-8.1281,85.1713
1.43452E+11,182.1,279393,-151.3067,81.9851,23382,0,0,0,278002.3,32.61681,-106.36203,1053,-36.9,139.9,1042.5,82.1031,345.229,277737,-8.1302,85.1707
1.43452E+11,182.15,279444,-151.2991,81.9876,23390,0,0,0,278054.4,32.616856,-106.362076,1052.5,-36.8,140,1042,82.0948,345.261,277790,-8.1322,85.1701
1.43452E+11,182.2,279495,-151.2915,81.99,23397,0,0,0,278106.5,32.616924,-106.362076,1052,-36.8,140.1,1041.5,82.0863,345.2934,277842,-8.1343,85.1694
1.43452E+11,182.25,279546,-151.2839,81.9925,23404,0,0,0,278158.6,32.616982,-106.362099,1051.5,-36.7,140.2,1041,82.0778,345.3253,277895,-8.1363,85.1688
1.43452E+11,182.3,279597,-151.2764,81.9949,23412,0,0,0,278210.6,32.61705,-106.362106,1051,-36.7,140.3,1040.5,82.0693,345.3571,277947,-8.1384,85.1682
1.43452E+11,182.35,279648,-151.2687,81.9974,23419,0,0,0,278262.7,32.617107,-106.362144,1050.6,-36.6,140.4,1040,82.0607,345.3897,278000,-8.1404,85.1676
1.43452E+11,182.4,279698,-151.2612,81.9999,23426,0,0,0,278314.7,32.617165,-106.36216,1050.1,-36.5,140.5,1039.5,82.0517,345.4235,278052,-8.1424,85.167
1.43452E+11,182.45,279749,-151.2535,82.0023,23434,0,0,0,278366.7,32.617226,-106.362175,1049.7,-36.5,140.7,1039,82.0428,345.4568,278104,-8.1444,85.1664
1.43452E+11,182.5,279800,-151.246,82.0048,23441,0,0,0,278418.6,32.617287,-106.362198,1049.2,-36.4,140.8,1038.6,82.0339,345.4914,278157,-8.1464,85.1657
1.43452E+11,182.55,279851,-151.2384,82.0072,23449,0,0,0,278470.6,32.617344,-106.362236,1048.8,-36.4,140.9,1038.2,82.025,345.5258,278209,-8.1483,85.1651
1.43452E+11,182.6,279902,-151.2308,82.0097,23456,0,0,0,278522.5,32.617397,-106.362259,1048.4,-36.3,141,1037.7,82.0162,345.5595,278261,-8.1503,85.1645
1.43452E+11,182.65,279952,-151.2232,82.0121,23464,0,0,0,278574.4,32.61747,-106.362274,1048,-36.3,141.1,1037.3,82.0073,345.5942,278314,-8.1522,85.1639
1.43452E+11,182.7,280003,-151.2156,82.0146,23471,0,0,0,278626.3,32.617523,-106.362282,1047.6,-36.2,141.3,1036.9,81.9984,345.6283,278366,-8.1542,85.1633
1.43452E+11,182.75,280054,-151.2079,82.0171,23478,0,0,0,278678.2,32.617592,-106.362312,1047.2,-36.1,141.4,1036.5,81.9895,345.6622,278418,-8.1561,85.1626
1.43452E+11,182.8,280105,-151.2003,82.0195,23486,0,0,0,278730,32.617649,-106.36235,1046.8,-36.1,141.5,1036,81.9806,345.6969,278471,-8.158,85.162
1.43452E+11,182.85,280155,-151.1927,82.022,23493,0,0,0,278781.8,32.61771,-106.36235,1046.4,-36,141.6,1035.6,81.9717,345.7311,278523,-8.1599,85.1614
1.43452E+11,182.9,280206,-151.1851,82.0244,23501,0,0,0,278833.6,32.617767,-106.362373,1046,-36,141.8,1035.2,81.9629,345.7645,278575,-8.1618,85.1608
1.43452E+11,182.95,280256,-151.1775,82.0269,23508,0,0,0,278885.4,32.617828,-106.362381,1045.6,-35.9,141.9,1034.8,81.954,345.7989,278627,-8.1637,85.1601
1.43452E+11,183,280307,-151.1699,82.0293,23516,0,0,0,278937.2,32.617893,-106.362419,1045.3,-35.8,142,1034.4,81.9451,345.8335,278679,-8.1656,85.1595
1.43452E+11,183.05,280358,-151.1622,82.0318,23523,0,0,0,278989,32.617947,-106.362442,1044.9,-35.8,142.1,1034,81.9361,345.8681,278732,-8.1675,85.1589
1.43452E+11,183.1,280408,-151.1546,82.0342,23531,0,0,0,279040.6,32.618011,-106.362465,1044.5,-35.7,142.3,1033.7,81.9272,345.9022,278784,-8.1693,85.1582
1.43452E+11,183.15,280459,-151.147,82.0367,23538,0,0,0,279092.4,32.618069,-106.362465,1044.2,-35.7,142.4,1033.3,81.918,345.9377,278836,-8.1712,85.1576
1.43452E+11,183.2,280509,-151.1393,82.0392,23546,0,0,0,279144,32.618126,-106.362503,1044,-35.6,142.6,1033.1,81.9089,345.9722,278888,-8.173,85.157
1.43452E+11,183.25,280560,-151.1317,82.0416,23553,0,0,0,279195.8,32.618198,-106.362534,1043.8,-35.6,142.7,1032.8,81.8994,346.0078,278940,-8.1748,85.1563
1.43452E+11,183.3,280610,-151.1241,82.0441,23560,0,0,0,279247.4,32.618252,-106.362534,1043.6,-35.5,142.9,1032.6,81.8897,346.0438,278992,-8.1767,85.1557
1.43452E+11,183.35,280661,-151.1164,82.0465,23568,0,0,0,279299,32.618309,-106.362556,1043.4,-35.5,143.1,1032.4,81.8795,346.0783,279044,-8.1785,85.155
1.43452E+11,183.4,280711,-151.1087,82.049,23576,0,0,0,279350.7,32.618374,-106.362579,1043.2,-35.4,143.2,1032.2,81.8689,346.1118,279096,-8.1803,85.1544
1.43452E+11,183.45,280762,-151.101,82.0514,23583,0,0,0,279402.3,32.618443,-106.362602,1043.1,-35.4,143.4,1032,81.8578,346.1451,279148,-8.182,85.1537
1.43452E+11,183.5,280812,-151.0934,82.0539,23591,0,0,0,279453.9,32.6185,-106.362633,1042.9,-35.3,143.6,1031.8,81.8462,346.1759,279200,-8.1838,85.1531
1.43452E+11,183.55,280863,-151.0857,82.0564,23598,0,0,0,279505.5,32.618557,-106.362633,1042.7,-35.3,143.8,1031.6,81.834,346.2041,279252,-8.1856,85.1524
1.43452E+11,183.6,280913,-151.078,82.0588,23606,0,0,0,279557.2,32.618622,-106.362671,1042.5,-35.3,144,1031.4,81.821,346.2291,279304,-8.1874,85.1518
1.43452E+11,183.65,280964,-151.0703,82.0613,23613,0,0,0,279608.8,32.618687,-106.362671,1042.2,-35.3,144.3,1031.1,81.8074,346.2496,279356,-8.1891,85.1511
1.43452E+11,183.7,281014,-151.0626,82.0637,23621,0,0,0,279660.3,32.618748,-106.362717,1041.9,-35.3,144.5,1030.7,81.7929,346.2672,279408,-8.1909,85.1505
1.43452E+11,183.75,281065,-151.0549,82.0662,23628,0,0,0,279711.9,32.618809,-106.362732,1041.5,-35.3,144.7,1030.2,81.7781,346.2825,279460,-8.1926,85.1498
1.43452E+11,183.8,281115,-151.0472,82.0686,23636,0,0,0,279763.4,32.618866,-106.36274,1041.1,-35.3,144.9,1029.8,81.7632,346.2973,279512,-8.1944,85.1491
1.43452E+11,183.85,281165,-151.0394,82.0711,23644,0,0,0,279814.9,32.618935,-106.36277,1040.7,-35.3,145.1,1029.3,81.7482,346.3103,279564,-8.1961,85.1485
1.43452E+11,183.9,281216,-151.0317,82.0736,23651,0,0,0,279866.4,32.618992,-106.362801,1040.2,-35.4,145.3,1028.9,81.7331,346.323,279616,-8.1979,85.1478
1.43452E+11,183.95,281266,-151.0239,82.076,23659,0,0,0,279917.8,32.619053,-106.362808,1039.8,-35.4,145.5,1028.4,81.7181,346.3338,279668,-8.1996,85.1472
1.43452E+11,184,281316,-151.0161,82.0785,23667,0,0,0,279969.3,32.619122,-106.362831,1039.4,-35.4,145.7,1027.9,81.7031,346.3419,279720,-8.2013,85.1465
1.43452E+11,184.05,281366,-151.0084,82.081,23674,0,0,0,280020.7,32.619179,-106.362854,1038.9,-35.5,145.9,1027.4,81.6878,346.3462,279772,-8.2031,85.1458
1.43452E+11,184.1,281417,-151.0006,82.0834,23682,0,0,0,280072.1,32.619232,-106.362854,1038.3,-35.5,146.1,1026.8,81.6728,346.3472,279824,-8.2048,85.1452
1.43452E+11,184.15,281467,-150.9927,82.0859,23690,0,0,0,280123.4,32.619301,-106.362892,1037.7,-35.5,146.3,1026.2,81.6583,346.3416,279876,-8.2065,85.1445
1.43452E+11,184.2,281517,-150.9849,82.0883,23697,0,0,0,280174.8,32.619373,-106.362907,1037,-35.6,146.4,1025.5,81.6451,346.3264,279927,-8.2083,85.1438
1.43452E+11,184.25,281567,-150.9771,82.0908,23705,0,0,0,280226,32.619427,-106.362923,1036.3,-35.7,146.5,1024.7,81.6343,346.2954,279979,-8.21,85.1431
1.43452E+11,184.3,281617,-150.9692,82.0933,23713,0,0,0,280277.2,32.619492,-106.362953,1035.6,-35.9,146.5,1024,81.6258,346.249,280031,-8.2118,85.1424
1.43452E+11,184.35,281667,-150.9614,82.0957,23720,0,0,0,280328.5,32.61956,-106.362984,1034.8,-36,146.5,1023.3,81.6188,346.1919,280082,-8.2136,85.1418
1.43452E+11,184.4,281717,-150.9535,82.0982,23728,0,0,0,280379.6,32.619617,-106.362991,1034.1,-36.2,146.4,1022.5,81.6124,346.1321,280134,-8.2154,85.1411
1.43452E+11,184.45,281767,-150.9456,82.1006,23736,0,0,0,280430.8,32.619686,-106.363022,1033.4,-36.3,146.4,1021.8,81.6065,346.0705,280186,-8.2172,85.1404
1.43452E+11,184.5,281817,-150.9378,82.1031,23743,0,0,0,280481.8,32.619747,-106.363037,1032.7,-36.5,146.4,1021,81.6011,346.0079,280237,-8.219,85.1397
1.43452E+11,184.55,281867,-150.9299,82.1055,23751,0,0,0,280533,32.619804,-106.36306,1031.9,-36.6,146.3,1020.3,81.5965,345.9437,280289,-8.2208,85.139
1.43452E+11,184.6,281917,-150.922,82.1079,23759,0,0,0,280584,32.619869,-106.363083,1031.2,-36.8,146.2,1019.6,81.5927,345.8778,280340,-8.2227,85.1384
1.43452E+11,184.65,281967,-150.914,82.1104,23766,0,0,0,280635,32.61993,-106.363106,1030.5,-36.9,146.1,1018.9,81.5904,345.8089,280391,-8.2246,85.1377
1.43452E+11,184.7,282017,-150.9061,82.1128,23774,0,0,0,280686,32.619999,-106.363129,1029.9,-37.1,146,1018.3,81.5893,345.7377,280443,-8.2265,85.137
1.43452E+11,184.75,282067,-150.8982,82.1152,23782,0,0,0,280736.9,32.620056,-106.363129,1029.3,-37.3,145.9,1017.7,81.5895,345.664,280494,-8.2284,85.1363
1.43452E+11,184.8,282116,-150.8902,82.1176,23790,0,0,0,280787.8,32.620121,-106.363174,1028.7,-37.4,145.7,1017.1,81.5903,345.5897,280546,-8.2304,85.1356
1.43452E+11,184.85,282166,-150.8823,82.1201,23797,0,0,0,280838.6,32.620178,-106.36319,1028.2,-37.6,145.6,1016.6,81.5918,345.5124,280597,-8.2324,85.135
1.43452E+11,184.9,282216,-150.8744,82.1225,23805,0,0,0,280889.4,32.620247,-106.363213,1027.7,-37.8,145.4,1016.1,81.5936,345.4347,280648,-8.2343,85.1343
1.43452E+11,184.95,282265,-150.8664,82.1249,23812,0,0,0,280940.3,32.620304,-106.363243,1027.2,-38,145.3,1015.6,81.596,345.3563,280699,-8.2364,85.1336
1.43452E+11,185,282315,-150.8584,82.1273,23820,0,0,0,280991.1,32.620365,-106.363258,1026.7,-38.1,145.1,1015.2,81.5991,345.2772,280751,-8.2384,85.1329
1.43452E+11,185.05,282365,-150.8505,82.1297,23828,0,0,0,281041.8,32.620438,-106.363281,1026.3,-38.3,144.9,1014.8,81.6029,345.1973,280802,-8.2404,85.1323
1.43452E+11,185.1,282414,-150.8425,82.1321,23835,0,0,0,281092.6,32.620491,-106.363304,1026,-38.5,144.7,1014.5,81.6069,345.1176,280853,-8.2425,85.1316
1.43452E+11,185.15,282464,-150.8345,82.1345,23843,0,0,0,281143.4,32.620556,-106.363327,1025.7,-38.6,144.6,1014.2,81.6108,345.0385,280904,-8.2446,85.1309
1.43452E+11,185.2,282514,-150.8265,82.1369,23851,0,0,0,281194.1,32.620613,-106.363342,1025.4,-38.8,144.4,1013.9,81.6145,344.9615,280955,-8.2467,85.1302
1.43452E+11,185.25,282563,-150.8185,82.1393,23858,0,0,0,281244.8,32.620678,-106.363373,1025.1,-39,144.3,1013.6,81.6176,344.8879,281007,-8.2489,85.1296
1.43452E+11,185.3,282613,-150.8105,82.1417,23866,0,0,0,281295.5,32.620743,-106.363396,1024.8,-39.1,144.1,1013.3,81.6201,344.8183,281058,-8.251,85.1289
1.43452E+11,185.35,282662,-150.8025,82.144,23873,0,0,0,281346.2,32.620796,-106.363411,1024.5,-39.3,144,1013,81.6223,344.7523,281109,-8.2532,85.1283
1.43452E+11,185.4,282712,-150.7945,82.1464,23881,0,0,0,281396.8,32.620865,-106.363441,1024.2,-39.4,143.9,1012.7,81.6241,344.6934,281160,-8.2554,85.1276
1.43452E+11,185.45,282762,-150.7865,82.1488,23888,0,0,0,281447.5,32.620922,-106.363449,1023.9,-39.5,143.8,1012.4,81.6256,344.6428,281211,-8.2576,85.1269
1.43452E+11,185.5,282811,-150.7784,82.1512,23896,0,0,0,281498.2,32.620991,-106.36348,1023.6,-39.6,143.7,1012.1,81.6265,344.6023,281262,-8.2599,85.1263
1.43452E+11,185.55,282861,-150.7704,82.1535,23904,0,0,0,281548.8,32.621048,-106.363518,1023.3,-39.7,143.6,1011.8,81.6267,344.5677,281313,-8.2621,85.1256
1.43452E+11,185.6,282910,-150.7624,82.1559,23911,0,0,0,281599.4,32.621105,-106.363518,1022.9,-39.7,143.6,1011.5,81.6264,344.5372,281364,-8.2643,85.1249
1.43452E+11,185.65,282960,-150.7543,82.1583,23919,0,0,0,281650,32.621174,-106.363541,1022.6,-39.8,143.5,1011.2,81.6253,344.5094,281415,-8.2666,85.1243
1.43452E+11,185.7,283009,-150.7462,82.1606,23926,0,0,0,281700.6,32.621231,-106.363586,1022.3,-39.8,143.5,1010.8,81.624,344.4835,281466,-8.2688,85.1236
1.43452E+11,185.75,283058,-150.7382,82.163,23934,0,0,0,281751.2,32.621292,-106.363602,1021.9,-39.9,143.4,1010.5,81.6223,344.4589,281517,-8.2711,85.123
1.43452E+11,185.8,283108,-150.7302,82.1653,23942,0,0,0,281801.6,32.621353,-106.363609,1021.6,-39.9,143.4,1010.2,81.6203,344.4355,281568,-8.2734,85.1223
1.43452E+11,185.85,283157,-150.7221,82.1677,23949,0,0,0,281852.2,32.621414,-106.363632,1021.3,-40,143.4,1009.8,81.618,344.4133,281619,-8.2756,85.1216
1.43452E+11,185.9,283207,-150.7141,82.17,23957,0,0,0,281902.8,32.621471,-106.36367,1020.9,-40.1,143.4,1009.5,81.6157,344.3913,281670,-8.2779,85.121
1.43452E+11,185.95,283256,-150.706,82.1724,23964,0,0,0,281953.2,32.621529,-106.363678,1020.6,-40.1,143.4,1009.1,81.6132,344.3686,281721,-8.2802,85.1203
1.43452E+11,186,283306,-150.6979,82.1748,23972,0,0,0,282003.6,32.621597,-106.363701,1020.2,-40.2,143.3,1008.8,81.6107,344.3481,281772,-8.2825,85.1196
1.43452E+11,186.05,283355,-150.6898,82.1771,23979,0,0,0,282054.2,32.621662,-106.363731,1019.8,-40.2,143.3,1008.4,81.6082,344.3294,281823,-8.2848,85.119
1.43452E+11,186.1,283404,-150.6818,82.1795,23987,0,0,0,282104.6,32.621719,-106.363762,1019.5,-40.2,143.3,1008,81.6057,344.3134,281874,-8.2871,85.1183
1.43452E+11,186.15,283454,-150.6737,82.1818,23994,0,0,0,282155,32.621777,-106.363785,1019.1,-40.3,143.3,1007.6,81.6033,344.2987,281924,-8.2894,85.1177
1.43452E+11,186.2,283503,-150.6656,82.1841,24002,0,0,0,282205.4,32.621845,-106.363785,1018.7,-40.3,143.2,1007.2,81.6009,344.285,281975,-8.2917,85.117
1.43452E+11,186.25,283552,-150.6575,82.1865,24010,0,0,0,282255.8,32.62191,-106.363815,1018.3,-40.3,143.2,1006.8,81.5985,344.2741,282026,-8.294,85.1164
1.43452E+11,186.3,283601,-150.6494,82.1888,24017,0,0,0,282306.1,32.621967,-106.363853,1017.9,-40.3,143.2,1006.4,81.5962,344.2664,282077,-8.2963,85.1157
1.43452E+11,186.35,283651,-150.6413,82.1912,24025,0,0,0,282356.5,32.622028,-106.363869,1017.5,-40.3,143.2,1006,81.5939,344.2609,282128,-8.2986,85.115
1.43452E+11,186.4,283700,-150.6333,82.1935,24032,0,0,0,282406.8,32.622089,-106.363899,1017.1,-40.3,143.1,1005.6,81.5918,344.2583,282178,-8.3009,85.1144
1.43452E+11,186.45,283749,-150.6252,82.1958,24040,0,0,0,282457,32.622154,-106.363937,1016.7,-40.3,143.1,1005.2,81.5899,344.2612,282229,-8.3032,85.1137
1.43452E+11,186.5,283798,-150.6171,82.1982,24047,0,0,0,282507.3,32.622211,-106.363953,1016.3,-40.3,143.1,1004.8,81.5878,344.2691,282280,-8.3055,85.1131
1.43452E+11,186.55,283848,-150.609,82.2005,24055,0,0,0,282557.6,32.622269,-106.363968,1015.8,-40.3,143.1,1004.3,81.5856,344.2829,282331,-8.3078,85.1124
1.43452E+11,186.6,283897,-150.6009,82.2028,24062,0,0,0,282607.8,32.622334,-106.363991,1015.3,-40.2,143.1,1003.8,81.583,344.3025,282381,-8.3101,85.1117
1.43452E+11,186.65,283946,-150.5928,82.2052,24070,0,0,0,282658,32.622395,-106.364021,1014.8,-40.1,143.1,1003.3,81.5803,344.3262,282432,-8.3124,85.1111
1.43452E+11,186.7,283995,-150.5847,82.2075,24078,0,0,0,282708.2,32.622452,-106.364021,1014.3,-40.1,143.1,1002.8,81.5775,344.3559,282483,-8.3146,85.1104
