i,TIME,SLT-RG(M),AZIMUTH,ELEVATION,HOR-RG(M),NORTH-SOUTH,EAST-WEST,V.-AZ,ALT.(M),LATITUDE,LONGITUDE,TVEL(M).,E/W-VEL.,N/S-VEL.,ALT-VEL(M),FLT-EL,FLT-AZ,LK-RG(M),LOOK-AZ,LOOK-EL
1.43452E+11,473.55,205761,-77.7047,81.1329,65437,0,0,0,204602.8,32.970753,-106.492271,1563.8,-25.8,143.9,-1558.3,-84.6347,349.8326,213349,-12.71,72.1387
1.43452E+11,473.6,205685,-77.6926,81.1288,65444,0,0,0,204524.9,32.970821,-106.492287,1564.3,-25.8,143.9,-1558.8,-84.6364,349.8383,213277,-12.7097,72.1306
1.43452E+11,473.65,205608,-77.6806,81.1247,65450,0,0,0,204447,32.970882,-106.492302,1564.8,-25.8,143.9,-1559.3,-84.638,349.8449,213205,-12.7093,72.1225
1.43452E+11,473.7,205532,-77.6685,81.1207,65457,0,0,0,204369.1,32.970947,-106.49231,1565.3,-25.8,143.9,-1559.8,-84.6396,349.8507,213133,-12.709,72.1144
1.43452E+11,473.75,205455,-77.6565,81.1166,65463,0,0,0,204291.2,32.971008,-106.492332,1565.8,-25.8,143.9,-1560.3,-84.6413,349.8573,213061,-12.7087,72.1063
1.43452E+11,473.8,205378,-77.6444,81.1125,65470,0,0,0,204213.2,32.971069,-106.492371,1566.3,-25.7,144,-1560.8,-84.6428,349.863,212988,-12.7084,72.0982
1.43452E+11,473.85,205302,-77.6324,81.1084,65476,0,0,0,204135.2,32.971127,-106.492371,1566.8,-25.7,144,-1561.3,-84.6445,349.8698,212916,-12.708,72.0901
1.43452E+11,473.9,205225,-77.6203,81.1043,65483,0,0,0,204057.2,32.971195,-106.492371,1567.3,-25.7,144,-1561.8,-84.6461,349.8758,212844,-12.7077,72.0819
1.43452E+11,473.95,205148,-77.6083,81.1003,65489,0,0,0,203979.2,32.97126,-106.492386,1567.8,-25.7,144,-1562.4,-84.6478,349.8827,212772,-12.7074,72.0738
1.43452E+11,474,205072,-77.5962,81.0962,65496,0,0,0,203901.2,32.971321,-106.492409,1568.3,-25.7,144,-1562.9,-84.6494,349.8893,212699,-12.7071,72.0656
1.43452E+11,474.05,204995,-77.5841,81.0921,65502,0,0,0,203823.1,32.971382,-106.492439,1568.9,-25.7,144,-1563.4,-84.651,349.8953,212627,-12.7068,72.0575
1.43452E+11,474.1,204918,-77.5721,81.088,65509,0,0,0,203745,32.971455,-106.492447,1569.4,-25.6,144,-1564,-84.6528,349.9022,212555,-12.7064,72.0493
1.43452E+11,474.15,204841,-77.5601,81.0838,65515,0,0,0,203666.8,32.971508,-106.492447,1570,-25.6,144,-1564.5,-84.6544,349.909,212482,-12.7061,72.0411
1.43452E+11,474.2,204764,-77.548,81.0798,65522,0,0,0,203588.7,32.971573,-106.492477,1570.5,-25.6,144,-1565,-84.6562,349.9147,212410,-12.7058,72.033
1.43452E+11,474.25,204688,-77.536,81.0756,65528,0,0,0,203510.4,32.971634,-106.492508,1571,-25.6,144,-1565.6,-84.6578,349.9214,212337,-12.7055,72.0248
1.43452E+11,474.3,204611,-77.5239,81.0715,65535,0,0,0,203432.2,32.971699,-106.492516,1571.5,-25.6,144,-1566.1,-84.6594,349.9281,212265,-12.7051,72.0166
1.43452E+11,474.35,204534,-77.5119,81.0674,65542,0,0,0,203354,32.971756,-106.492523,1572,-25.6,144,-1566.6,-84.661,349.9342,212192,-12.7048,72.0084
1.43452E+11,474.4,204457,-77.4998,81.0632,65548,0,0,0,203275.7,32.971821,-106.492554,1572.5,-25.6,144,-1567.1,-84.6625,349.9406,212120,-12.7045,72.0002
1.43452E+11,474.45,204380,-77.4878,81.0591,65555,0,0,0,203197.4,32.971889,-106.492554,1573,-25.5,144,-1567.5,-84.664,349.9468,212047,-12.7041,71.992
1.43452E+11,474.5,204303,-77.4758,81.055,65561,0,0,0,203119,32.971947,-106.492584,1573.4,-25.5,144,-1568,-84.6654,349.9536,211975,-12.7038,71.9837
1.43452E+11,474.55,204226,-77.4637,81.0508,65568,0,0,0,203040.7,32.972008,-106.492584,1573.9,-25.5,144,-1568.4,-84.6669,349.9604,211902,-12.7035,71.9755
1.43452E+11,474.6,204149,-77.4517,81.0467,65574,0,0,0,202962.4,32.972073,-106.492592,1574.3,-25.5,144.1,-1568.9,-84.6681,349.9666,211830,-12.7031,71.9672
1.43452E+11,474.65,204072,-77.4397,81.0425,65581,0,0,0,202884,32.97213,-106.492622,1574.7,-25.5,144.1,-1569.3,-84.6693,349.9731,211757,-12.7028,71.959
1.43452E+11,474.7,203995,-77.4276,81.0384,65587,0,0,0,202805.6,32.972198,-106.492622,1575.1,-25.5,144.1,-1569.7,-84.6705,349.9794,211685,-12.7025,71.9507
1.43452E+11,474.75,203918,-77.4156,81.0342,65594,0,0,0,202727.2,32.97226,-106.492645,1575.5,-25.4,144.1,-1570,-84.6716,349.9864,211612,-12.7021,71.9425
1.43452E+11,474.8,203841,-77.4036,81.03,65600,0,0,0,202648.7,32.972324,-106.492661,1575.8,-25.4,144.1,-1570.4,-84.6728,349.9934,211539,-12.7018,71.9342
1.43452E+11,474.85,203764,-77.3915,81.0259,65607,0,0,0,202570.2,32.972378,-106.492699,1576.2,-25.4,144.1,-1570.8,-84.6738,349.9999,211467,-12.7015,71.9259
1.43452E+11,474.9,203686,-77.3795,81.0217,65613,0,0,0,202491.8,32.972446,-106.492699,1576.5,-25.4,144.1,-1571.1,-84.6749,350.0062,211394,-12.7011,71.9176
1.43452E+11,474.95,203609,-77.3675,81.0175,65620,0,0,0,202413.2,32.972507,-106.492706,1576.9,-25.4,144.1,-1571.4,-84.6759,350.0134,211321,-12.7008,71.9093
1.43452E+11,475,203532,-77.3555,81.0134,65626,0,0,0,202334.8,32.972572,-106.492722,1577.2,-25.4,144.1,-1571.8,-84.6769,350.0204,211249,-12.7005,71.901
1.43452E+11,475.05,203455,-77.3434,81.0091,65633,0,0,0,202256.2,32.972633,-106.492729,1577.6,-25.3,144.1,-1572.1,-84.6781,350.0273,211176,-12.7001,71.8927
1.43452E+11,475.1,203378,-77.3314,81.005,65639,0,0,0,202177.7,32.972698,-106.492729,1577.9,-25.3,144.1,-1572.5,-84.6791,350.0346,211103,-12.6998,71.8844
1.43452E+11,475.15,203301,-77.3194,81.0008,65646,0,0,0,202099.1,32.972759,-106.492767,1578.3,-25.3,144.1,-1572.8,-84.6802,350.0413,211031,-12.6995,71.8761
1.43452E+11,475.2,203223,-77.3074,80.9966,65652,0,0,0,202020.6,32.972824,-106.492798,1578.6,-25.3,144.1,-1573.2,-84.6812,350.0483,210958,-12.6991,71.8678
1.43452E+11,475.25,203146,-77.2953,80.9924,65659,0,0,0,201942,32.972885,-106.492798,1578.9,-25.3,144.1,-1573.5,-84.6824,350.0554,210885,-12.6988,71.8594
1.43452E+11,475.3,203069,-77.2833,80.9882,65666,0,0,0,201863.4,32.972946,-106.492813,1579.3,-25.3,144.1,-1573.9,-84.6834,350.0625,210812,-12.6984,71.8511
1.43452E+11,475.35,202992,-77.2713,80.984,65672,0,0,0,201784.7,32.973003,-106.492813,1579.7,-25.2,144.2,-1574.2,-84.6845,350.0708,210740,-12.6981,71.8428
1.43452E+11,475.4,202914,-77.2593,80.9797,65678,0,0,0,201706.1,32.973072,-106.492836,1580,-25.2,144.2,-1574.6,-84.6857,350.0787,210667,-12.6977,71.8344
1.43452E+11,475.45,202837,-77.2473,80.9755,65685,0,0,0,201627.4,32.973137,-106.492859,1580.4,-25.2,144.2,-1574.9,-84.6868,350.0869,210594,-12.6974,71.826
1.43452E+11,475.5,202760,-77.2353,80.9713,65692,0,0,0,201548.7,32.973206,-106.492882,1580.7,-25.2,144.2,-1575.3,-84.6881,350.0948,210521,-12.6971,71.8177
1.43452E+11,475.55,202682,-77.2233,80.9671,65698,0,0,0,201470,32.973263,-106.492897,1581.1,-25.2,144.2,-1575.7,-84.6892,350.1029,210449,-12.6967,71.8093
1.43452E+11,475.6,202605,-77.2113,80.9628,65705,0,0,0,201391.3,32.97332,-106.492905,1581.4,-25.1,144.2,-1576,-84.6904,350.111,210376,-12.6964,71.8009
1.43452E+11,475.65,202528,-77.1992,80.9586,65711,0,0,0,201312.5,32.973389,-106.492928,1581.8,-25.1,144.2,-1576.4,-84.6915,350.1194,210303,-12.696,71.7925
1.43452E+11,475.7,202450,-77.1872,80.9544,65718,0,0,0,201233.8,32.973446,-106.492943,1582.2,-25.1,144.2,-1576.8,-84.6928,350.1287,210230,-12.6957,71.7841
1.43452E+11,475.75,202373,-77.1752,80.9501,65724,0,0,0,201155,32.973511,-106.492943,1582.5,-25.1,144.2,-1577.1,-84.694,350.1396,210157,-12.6953,71.7757
1.43452E+11,475.8,202296,-77.1632,80.9459,65731,0,0,0,201076.2,32.973572,-106.492973,1582.9,-25,144.2,-1577.5,-84.6952,350.1513,210084,-12.695,71.7673
1.43452E+11,475.85,202218,-77.1512,80.9416,65737,0,0,0,200997.4,32.973637,-106.492981,1583.3,-25,144.2,-1577.9,-84.6966,350.1648,210011,-12.6946,71.7589
1.43452E+11,475.9,202141,-77.1392,80.9374,65744,0,0,0,200918.6,32.973698,-106.493011,1583.7,-25,144.2,-1578.3,-84.6981,350.1812,209939,-12.6943,71.7504
1.43452E+11,475.95,202063,-77.1272,80.9331,65750,0,0,0,200839.7,32.973763,-106.493011,1584.2,-24.9,144.2,-1578.8,-84.7,350.1999,209866,-12.6939,71.742
1.43452E+11,476,201986,-77.1152,80.9289,65757,0,0,0,200760.8,32.973831,-106.493019,1584.7,-24.9,144.2,-1579.3,-84.7018,350.2197,209793,-12.6936,71.7335
1.43452E+11,476.05,201908,-77.1032,80.9246,65763,0,0,0,200681.9,32.973888,-106.493034,1585.3,-24.8,144.2,-1579.9,-84.704,350.2388,209720,-12.6932,71.7251
1.43452E+11,476.1,201831,-77.0912,80.9203,65770,0,0,0,200602.9,32.973957,-106.49305,1585.9,-24.8,144.2,-1580.5,-84.7062,350.2574,209647,-12.6928,71.7166
1.43452E+11,476.15,201753,-77.0792,80.916,65776,0,0,0,200524,32.97401,-106.49308,1586.4,-24.7,144.2,-1581.1,-84.7083,350.2767,209574,-12.6925,71.7082
1.43452E+11,476.2,201675,-77.0672,80.9118,65783,0,0,0,200445,32.974075,-106.49308,1587,-24.7,144.2,-1581.7,-84.7106,350.296,209501,-12.6921,71.6997
1.43452E+11,476.25,201598,-77.0552,80.9075,65789,0,0,0,200365.9,32.974136,-106.493088,1587.7,-24.6,144.2,-1582.3,-84.7128,350.3152,209428,-12.6917,71.6912
1.43452E+11,476.3,201520,-77.0432,80.9032,65796,0,0,0,200286.9,32.974205,-106.493118,1588.2,-24.6,144.2,-1582.9,-84.7151,350.3335,209355,-12.6914,71.6827
1.43452E+11,476.35,201442,-77.0312,80.8989,65802,0,0,0,200207.8,32.974266,-106.493149,1588.8,-24.5,144.2,-1583.5,-84.7173,350.353,209282,-12.691,71.6742
1.43452E+11,476.4,201365,-77.0192,80.8946,65809,0,0,0,200128.7,32.974323,-106.493156,1589.5,-24.5,144.2,-1584.1,-84.7197,350.3739,209208,-12.6906,71.6657
1.43452E+11,476.45,201287,-77.0072,80.8903,65815,0,0,0,200049.5,32.974392,-106.493156,1590.1,-24.4,144.2,-1584.7,-84.7221,350.3971,209135,-12.6902,71.6572
1.43452E+11,476.5,201209,-76.9952,80.886,65822,0,0,0,199970.4,32.974449,-106.493164,1590.7,-24.3,144.2,-1585.3,-84.7244,350.421,209062,-12.6899,71.6487
1.43452E+11,476.55,201131,-76.9832,80.8817,65828,0,0,0,199891.2,32.974518,-106.493202,1591.2,-24.3,144.2,-1585.9,-84.7269,350.4449,208989,-12.6895,71.6401
1.43452E+11,476.6,201054,-76.9712,80.8774,65835,0,0,0,199811.9,32.974583,-106.493202,1591.8,-24.2,144.2,-1586.5,-84.7291,350.47,208916,-12.6891,71.6316
1.43452E+11,476.65,200976,-76.9592,80.8731,65841,0,0,0,199732.6,32.974636,-106.493233,1592.4,-24.1,144.2,-1587.1,-84.7316,350.4939,208842,-12.6887,71.623
1.43452E+11,476.7,200898,-76.9472,80.8687,65848,0,0,0,199653.4,32.974705,-106.493248,1593,-24.1,144.2,-1587.7,-84.734,350.519,208769,-12.6883,71.6144
1.43452E+11,476.75,200820,-76.9353,80.8644,65854,0,0,0,199574,32.974762,-106.493263,1593.6,-24,144.2,-1588.3,-84.7362,350.5439,208696,-12.6879,71.6059
1.43452E+11,476.8,200742,-76.9233,80.8601,65861,0,0,0,199494.7,32.974827,-106.493271,1594.2,-24,144.2,-1588.9,-84.7387,350.5679,208623,-12.6875,71.5973
1.43452E+11,476.85,200664,-76.9113,80.8557,65867,0,0,0,199415.3,32.974888,-106.493286,1594.8,-23.9,144.2,-1589.5,-84.7409,350.5913,208549,-12.6871,71.5887
1.43452E+11,476.9,200586,-76.8993,80.8514,65874,0,0,0,199335.9,32.974957,-106.493294,1595.4,-23.8,144.2,-1590,-84.7432,350.613,208476,-12.6867,71.5801
1.43452E+11,476.95,200508,-76.8873,80.8471,65880,0,0,0,199256.5,32.97501,-106.493317,1595.9,-23.8,144.2,-1590.6,-84.7454,350.6344,208402,-12.6863,71.5715
1.43452E+11,477,200430,-76.8753,80.8427,65887,0,0,0,199177,32.975082,-106.493332,1596.5,-23.7,144.2,-1591.2,-84.7476,350.655,208329,-12.6859,71.5629
1.43452E+11,477.05,200352,-76.8633,80.8384,65893,0,0,0,199097.5,32.975151,-106.49334,1597.1,-23.7,144.2,-1591.8,-84.7499,350.6764,208256,-12.6855,71.5543
1.43452E+11,477.1,200274,-76.8513,80.834,65900,0,0,0,199018,32.975204,-106.493355,1597.6,-23.6,144.2,-1592.3,-84.7519,350.6972,208182,-12.6851,71.5457
1.43452E+11,477.15,200196,-76.8394,80.8297,65906,0,0,0,198938.4,32.975262,-106.49337,1598.1,-23.6,144.2,-1592.8,-84.754,350.7187,208109,-12.6847,71.537
1.43452E+11,477.2,200117,-76.8274,80.8253,65913,0,0,0,198858.8,32.975327,-106.493385,1598.6,-23.5,144.2,-1593.3,-84.7559,350.7394,208035,-12.6843,71.5284
1.43452E+11,477.25,200039,-76.8154,80.8209,65919,0,0,0,198779.2,32.975395,-106.493408,1599,-23.5,144.2,-1593.7,-84.7577,350.7606,207962,-12.6839,71.5197
1.43452E+11,477.3,199961,-76.8034,80.8165,65926,0,0,0,198699.6,32.975452,-106.493423,1599.4,-23.4,144.2,-1594.1,-84.7595,350.7812,207888,-12.6835,71.5111
1.43452E+11,477.35,199883,-76.7914,80.8122,65932,0,0,0,198619.9,32.975513,-106.493431,1599.8,-23.4,144.2,-1594.5,-84.7611,350.8018,207815,-12.683,71.5024
1.43452E+11,477.4,199804,-76.7794,80.8078,65939,0,0,0,198540.2,32.975578,-106.493439,1600.2,-23.3,144.2,-1594.9,-84.763,350.823,207741,-12.6826,71.4937
1.43452E+11,477.45,199726,-76.7675,80.8034,65945,0,0,0,198460.6,32.975647,-106.493469,1600.5,-23.2,144.2,-1595.2,-84.7645,350.8433,207667,-12.6822,71.485
1.43452E+11,477.5,199648,-76.7555,80.799,65952,0,0,0,198380.9,32.975708,-106.493477,1600.9,-23.2,144.2,-1595.6,-84.7663,350.8631,207594,-12.6818,71.4764
1.43452E+11,477.55,199570,-76.7435,80.7946,65958,0,0,0,198301.2,32.975769,-106.493477,1601.2,-23.1,144.2,-1595.9,-84.7681,350.8819,207520,-12.6814,71.4677
1.43452E+11,477.6,199491,-76.7315,80.7902,65965,0,0,0,198221.4,32.97583,-106.493507,1601.6,-23.1,144.2,-1596.3,-84.7699,350.8985,207447,-12.6809,71.459
1.43452E+11,477.65,199413,-76.7196,80.7858,65971,0,0,0,198141.6,32.975895,-106.493507,1601.9,-23.1,144.1,-1596.7,-84.7717,350.9119,207373,-12.6805,71.4502
1.43452E+11,477.7,199335,-76.7076,80.7814,65978,0,0,0,198061.8,32.975956,-106.493523,1602.3,-23,144.1,-1597,-84.7734,350.9215,207299,-12.6801,71.4415
1.43452E+11,477.75,199256,-76.6956,80.777,65984,0,0,0,197982,32.976013,-106.493553,1602.6,-23,144.1,-1597.4,-84.7753,350.9272,207226,-12.6796,71.4328
1.43452E+11,477.8,199178,-76.6837,80.7726,65991,0,0,0,197902.2,32.976082,-106.493553,1603,-23,144.1,-1597.7,-84.7769,350.9293,207152,-12.6792,71.4241
1.43452E+11,477.85,199100,-76.6717,80.7682,65997,0,0,0,197822.4,32.976151,-106.493591,1603.4,-23,144.1,-1598.1,-84.7786,350.9249,207078,-12.6788,71.4153
1.43452E+11,477.9,199021,-76.6598,80.7638,66004,0,0,0,197742.6,32.976208,-106.493591,1603.7,-23,144.1,-1598.4,-84.7802,350.915,207005,-12.6783,71.4066
1.43452E+11,477.95,198943,-76.6478,80.7593,66010,0,0,0,197662.7,32.976273,-106.493591,1604.1,-23.1,144.1,-1598.8,-84.7817,350.8978,206931,-12.6779,71.3978
1.43452E+11,478,198864,-76.6359,80.7549,66016,0,0,0,197582.8,32.976334,-106.493607,1604.5,-23.1,144,-1599.2,-84.783,350.8736,206857,-12.6775,71.3891
1.43452E+11,478.05,198786,-76.6239,80.7505,66023,0,0,0,197502.9,32.976402,-106.493622,1604.8,-23.2,144,-1599.6,-84.7842,350.8425,206784,-12.677,71.3803
1.43452E+11,478.1,198707,-76.612,80.746,66030,0,0,0,197423,32.97646,-106.493652,1605.2,-23.3,144,-1600,-84.7855,350.8063,206710,-12.6766,71.3715
1.43452E+11,478.15,198629,-76.6001,80.7416,66036,0,0,0,197343,32.976521,-106.493675,1605.6,-23.4,144,-1600.3,-84.7866,350.769,206636,-12.6762,71.3627
1.43452E+11,478.2,198550,-76.5881,80.7371,66042,0,0,0,197263.1,32.976585,-106.493675,1606,-23.5,144,-1600.7,-84.7878,350.7309,206562,-12.6758,71.3539
1.43452E+11,478.25,198472,-76.5762,80.7327,66049,0,0,0,197183.1,32.976646,-106.49369,1606.4,-23.6,144,-1601.1,-84.789,350.6927,206489,-12.6754,71.3451
1.43452E+11,478.3,198393,-76.5643,80.7282,66055,0,0,0,197103.1,32.976715,-106.493706,1606.8,-23.7,144,-1601.5,-84.7902,350.6543,206415,-12.675,71.3363
1.43452E+11,478.35,198315,-76.5524,80.7237,66062,0,0,0,197023,32.976768,-106.493706,1607.2,-23.8,144,-1601.9,-84.7914,350.615,206341,-12.6746,71.3275
1.43452E+11,478.4,198236,-76.5405,80.7192,66068,0,0,0,196943,32.976833,-106.493729,1607.6,-23.9,143.9,-1602.3,-84.7926,350.5754,206267,-12.6742,71.3187
1.43452E+11,478.45,198157,-76.5286,80.7148,66075,0,0,0,196863,32.976894,-106.493744,1608,-24,143.9,-1602.8,-84.7938,350.5359,206193,-12.6738,71.3098
1.43452E+11,478.5,198079,-76.5167,80.7102,66081,0,0,0,196782.9,32.976959,-106.493759,1608.4,-24.1,143.9,-1603.2,-84.795,350.4966,206120,-12.6734,71.301
1.43452E+11,478.55,198000,-76.5048,80.7057,66088,0,0,0,196702.8,32.97702,-106.493774,1608.9,-24.2,143.9,-1603.6,-84.7963,350.4573,206046,-12.673,71.2921
1.43452E+11,478.6,197921,-76.4929,80.7012,66094,0,0,0,196622.6,32.977085,-106.49379,1609.3,-24.3,143.9,-1604.1,-84.7978,350.4189,205972,-12.6727,71.2833
1.43452E+11,478.65,197843,-76.481,80.6967,66101,0,0,0,196542.5,32.977146,-106.493813,1609.8,-24.4,143.9,-1604.6,-84.7992,350.381,205898,-12.6723,71.2744
1.43452E+11,478.7,197764,-76.4692,80.6922,66107,0,0,0,196462.3,32.977215,-106.49382,1610.3,-24.5,143.9,-1605,-84.8007,350.3453,205824,-12.6719,71.2655
1.43452E+11,478.75,197685,-76.4573,80.6877,66114,0,0,0,196382.1,32.977272,-106.493843,1610.8,-24.6,143.8,-1605.5,-84.8021,350.3106,205750,-12.6715,71.2566
1.43452E+11,478.8,197607,-76.4454,80.6832,66120,0,0,0,196301.9,32.977333,-106.493858,1611.2,-24.6,143.8,-1606,-84.8037,350.2756,205676,-12.6712,71.2477
1.43452E+11,478.85,197528,-76.4336,80.6786,66127,0,0,0,196221.6,32.977394,-106.493858,1611.7,-24.7,143.8,-1606.5,-84.8052,350.2414,205602,-12.6708,71.2388
1.43452E+11,478.9,197449,-76.4217,80.6741,66133,0,0,0,196141.4,32.977459,-106.493881,1612.2,-24.8,143.8,-1607,-84.8068,350.2088,205528,-12.6705,71.2299
1.43452E+11,478.95,197370,-76.4099,80.6695,66140,0,0,0,196061,32.977528,-106.493889,1612.7,-24.9,143.8,-1607.5,-84.8084,350.1767,205454,-12.6701,71.221
1.43452E+11,479,197291,-76.398,80.665,66146,0,0,0,195980.8,32.977585,-106.493927,1613.2,-25,143.8,-1607.9,-84.81,350.1457,205380,-12.6698,71.2121
1.43452E+11,479.05,197213,-76.3862,80.6604,66152,0,0,0,195900.4,32.977654,-106.493942,1613.6,-25,143.8,-1608.4,-84.8116,350.1174,205306,-12.6694,71.2031
1.43452E+11,479.1,197134,-76.3744,80.6558,66159,0,0,0,195820.1,32.977703,-106.49395,1614.1,-25.1,143.7,-1608.9,-84.8133,350.0924,205232,-12.6691,71.1942
1.43452E+11,479.15,197055,-76.3626,80.6513,66165,0,0,0,195739.7,32.977772,-106.493958,1614.6,-25.2,143.7,-1609.4,-84.815,350.07,205158,-12.6688,71.1852
1.43452E+11,479.2,196976,-76.3507,80.6467,66172,0,0,0,195659.2,32.977837,-106.493958,1615.1,-25.2,143.7,-1609.8,-84.8168,350.0512,205084,-12.6684,71.1763
1.43452E+11,479.25,196897,-76.3389,80.6421,66178,0,0,0,195578.8,32.977905,-106.49398,1615.5,-25.2,143.7,-1610.3,-84.8186,350.0351,205010,-12.6681,71.1673
1.43452E+11,479.3,196818,-76.3271,80.6375,66185,0,0,0,195498.4,32.977959,-106.494011,1616,-25.3,143.7,-1610.8,-84.8204,350.0191,204936,-12.6678,71.1583
1.43452E+11,479.35,196739,-76.3153,80.6329,66191,0,0,0,195417.9,32.97802,-106.494011,1616.5,-25.3,143.7,-1611.2,-84.8222,350.0032,204862,-12.6674,71.1493
1.43452E+11,479.4,196660,-76.3035,80.6283,66198,0,0,0,195337.4,32.978085,-106.494049,1616.9,-25.4,143.6,-1611.7,-84.8241,349.9879,204787,-12.6671,71.1403
1.43452E+11,479.45,196581,-76.2917,80.6237,66204,0,0,0,195256.9,32.978146,-106.494049,1617.4,-25.4,143.6,-1612.2,-84.826,349.9731,204713,-12.6668,71.1313
1.43452E+11,479.5,196502,-76.2799,80.6191,66211,0,0,0,195176.4,32.97821,-106.494049,1617.9,-25.4,143.6,-1612.7,-84.8278,349.9587,204639,-12.6664,71.1223
1.43452E+11,479.55,196423,-76.2681,80.6145,66217,0,0,0,195095.8,32.978271,-106.49408,1618.3,-25.5,143.6,-1613.2,-84.8298,349.9459,204565,-12.6661,71.1133
1.43452E+11,479.6,196344,-76.2564,80.6099,66224,0,0,0,195015.2,32.978333,-106.49411,1618.8,-25.5,143.6,-1613.6,-84.8317,349.9334,204491,-12.6658,71.1042
1.43452E+11,479.65,196265,-76.2446,80.6052,66230,0,0,0,194934.5,32.978397,-106.494133,1619.3,-25.5,143.6,-1614.1,-84.8336,349.9219,204416,-12.6655,71.0952
1.43452E+11,479.7,196186,-76.2328,80.6006,66237,0,0,0,194853.9,32.978458,-106.494133,1619.8,-25.5,143.6,-1614.6,-84.8355,349.9105,204342,-12.6652,71.0862
1.43452E+11,479.75,196106,-76.221,80.596,66243,0,0,0,194773.2,32.978531,-106.494133,1620.3,-25.6,143.5,-1615.1,-84.8376,349.8995,204268,-12.6648,71.0771
1.43452E+11,479.8,196027,-76.2093,80.5913,66250,0,0,0,194692.5,32.978584,-106.494148,1620.7,-25.6,143.5,-1615.6,-84.8395,349.8893,204193,-12.6645,71.068
1.43452E+11,479.85,195948,-76.1975,80.5867,66256,0,0,0,194611.8,32.978649,-106.494164,1621.2,-25.6,143.5,-1616,-84.8415,349.8805,204119,-12.6642,71.059
1.43452E+11,479.9,195869,-76.1858,80.582,66262,0,0,0,194531.1,32.97871,-106.494186,1621.7,-25.6,143.5,-1616.5,-84.8436,349.8728,204045,-12.6639,71.0499
1.43452E+11,479.95,195790,-76.174,80.5773,66269,0,0,0,194450.3,32.978767,-106.494217,1622.2,-25.6,143.5,-1617,-84.8455,349.8665,203970,-12.6636,71.0408
1.43452E+11,480,195710,-76.1622,80.5727,66275,0,0,0,194369.5,32.978832,-106.494217,1622.7,-25.6,143.5,-1617.5,-84.8474,349.8627,203896,-12.6633,71.0317
1.43452E+11,480.05,195631,-76.1505,80.568,66282,0,0,0,194288.7,32.978897,-106.494247,1623.2,-25.7,143.4,-1618,-84.8494,349.8598,203822,-12.663,71.0226
1.43452E+11,480.1,195552,-76.1387,80.5633,66288,0,0,0,194207.8,32.978958,-106.494247,1623.7,-25.7,143.4,-1618.5,-84.8513,349.8574,203747,-12.6626,71.0135
1.43452E+11,480.15,195472,-76.127,80.5586,66295,0,0,0,194126.9,32.979023,-106.49427,1624.1,-25.7,143.4,-1619,-84.8532,349.8557,203673,-12.6623,71.0043
1.43452E+11,480.2,195393,-76.1153,80.5539,66301,0,0,0,194046.1,32.97908,-106.494293,1624.6,-25.7,143.4,-1619.5,-84.8552,349.8545,203598,-12.662,70.9952
1.43452E+11,480.25,195314,-76.1035,80.5493,66308,0,0,0,193965.2,32.979149,-106.494301,1625.1,-25.7,143.4,-1620,-84.8571,349.8557,203524,-12.6617,70.9861
1.43452E+11,480.3,195234,-76.0918,80.5445,66314,0,0,0,193884.2,32.979206,-106.494316,1625.6,-25.7,143.4,-1620.5,-84.859,349.8577,203449,-12.6614,70.9769
1.43452E+11,480.35,195155,-76.0801,80.5399,66321,0,0,0,193803.2,32.979275,-106.494339,1626.1,-25.6,143.4,-1621,-84.861,349.86,203375,-12.6611,70.9678
1.43452E+11,480.4,195075,-76.0683,80.5351,66327,0,0,0,193722.2,32.979336,-106.494339,1626.6,-25.6,143.4,-1621.4,-84.8628,349.8635,203300,-12.6608,70.9586
1.43452E+11,480.45,194996,-76.0566,80.5304,66334,0,0,0,193641.2,32.979401,-106.49437,1627.1,-25.6,143.4,-1621.9,-84.8647,349.8666,203226,-12.6605,70.9494
1.43452E+11,480.5,194916,-76.0449,80.5257,66340,0,0,0,193560.2,32.979454,-106.494385,1627.6,-25.6,143.4,-1622.4,-84.8667,349.87,203151,-12.6602,70.9402
1.43452E+11,480.55,194837,-76.0332,80.521,66346,0,0,0,193479.1,32.979519,-106.4944,1628.1,-25.6,143.4,-1622.9,-84.8684,349.8736,203077,-12.6598,70.931
1.43452E+11,480.6,194757,-76.0215,80.5163,66353,0,0,0,193398.1,32.979584,-106.494408,1628.5,-25.6,143.3,-1623.4,-84.8703,349.8773,203002,-12.6595,70.9218
1.43452E+11,480.65,194678,-76.0097,80.5115,66359,0,0,0,193317,32.979649,-106.494431,1629,-25.6,143.3,-1623.9,-84.8719,349.8813,202928,-12.6592,70.9126
1.43452E+11,480.7,194598,-75.998,80.5068,66366,0,0,0,193235.8,32.97971,-106.494431,1629.5,-25.6,143.3,-1624.4,-84.8736,349.8865,202853,-12.6589,70.9034
1.43452E+11,480.75,194519,-75.9863,80.502,66372,0,0,0,193154.7,32.979767,-106.494453,1630,-25.6,143.3,-1624.9,-84.8752,349.8917,202778,-12.6586,70.8942
1.43452E+11,480.8,194439,-75.9746,80.4973,66379,0,0,0,193073.5,32.979828,-106.494469,1630.5,-25.5,143.4,-1625.3,-84.8765,349.8978,202704,-12.6583,70.8849
1.43452E+11,480.85,194359,-75.9629,80.4925,66385,0,0,0,192992.3,32.9799,-106.494484,1631,-25.5,143.4,-1625.8,-84.8779,349.9046,202629,-12.658,70.8757
